index,reviewerName,product,reviewText,overall,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
772,Mark,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",3.0,2013-12-14,359,0,0,0,0,0.0,0.0
773,Edgar Allen Poor,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",1.0,2013-08-28,467,1,0,1,1,1.0,0.2065493143772374
774,K. Bender,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-07-19,507,0,0,0,0,0.0,0.0
775,Troy  N.Stennett,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",3.0,2013-12-22,351,0,0,0,0,0.0,0.0
776,David Drager,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
777,"tesajeni ""tesajeni""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-11-01,402,0,0,0,0,0.0,0.0
778,MJ,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-10-07,427,0,0,0,0,0.0,0.0
779,"AZ Skater ""AZ Skater""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-02-01,310,0,0,0,0,0.0,0.0
780,D. Noonan,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-11-09,394,0,0,0,0,0.0,0.0
781,Ethan,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-03-12,636,0,1,1,-1,0.0,0.0
782,Rhia R. Drouillard,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-07-10,516,0,0,0,0,0.0,0.0
783,Bond,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",1.0,2013-06-02,554,0,1,1,-1,0.0,0.0
784,Irritated,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",4.0,2013-02-10,666,0,0,0,0,0.0,0.0
785,"WPCS International ""Ray Barajas""",Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-02-01,675,0,0,0,0,0.0,0.0
786,"Willie Vargas ""WillieVargas""",PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-06-27,164,0,0,0,0,0.0,0.0
787,J. David Kerr,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-07-06,520,0,0,0,0,0.0,0.0
788,Darrell,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",3.0,2013-12-17,356,0,0,0,0,0.0,0.0
789,Shijaz Abdulla,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-02-05,671,0,0,0,0,0.0,0.0
790,intrathecal,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-06-22,169,0,0,0,0,0.0,0.0
791,Robert E. Messier,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",4.0,2013-02-07,669,0,0,0,0,0.0,0.0
792,Curtis L. Winston,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-05-15,572,0,0,0,0,0.0,0.0
793,Bruce,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-08-03,492,0,0,0,0,0.0,0.0
794,Chase,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-07-21,505,0,0,0,0,0.0,0.0
795,Rick Farone,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-08-02,493,0,0,0,0,0.0,0.0
796,tamathumper,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2014-05-06,216,0,0,0,0,0.0,0.0
797,"rbhatta ""A Dinosaur you can trust!""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",4.0,2013-05-06,581,2,0,2,2,1.0,0.3423802275066531
798,Jim,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-10-02,432,0,0,0,0,0.0,0.0
799,PayPal Customer,PayPal Credit,"The service is okay, but there are better options with lower fees.",1.0,2013-10-09,425,0,0,0,0,0.0,0.0
800,Minsoo Kang,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-03-01,282,0,0,0,0,0.0,0.0
801,TerryMercer_com,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-12-25,348,0,0,0,0,0.0,0.0
802,Brandon C Doan,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-08-21,474,0,0,0,0,0.0,0.0
803,Craig,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-12-29,344,0,0,0,0,0.0,0.0
804,Douglas P.,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-05-22,565,0,0,0,0,0.0,0.0
805,imxron,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-02-25,651,0,0,0,0,0.0,0.0
806,Luis R.,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-03-29,619,0,0,0,0,0.0,0.0
807,magnumsteele,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",2.0,2013-03-22,626,1,0,1,1,1.0,0.2065493143772374
808,Strollie,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-05-01,221,0,0,0,0,0.0,0.0
809,Ray,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-01-04,338,0,0,0,0,0.0,0.0
810,PayPal Customer,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",4.0,2013-11-14,389,0,0,0,0,0.0,0.0
811,"deezTx ""deeztx""",PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",4.0,2014-10-01,68,0,0,0,0,0.0,0.0
812,michael lasky,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-04-12,605,1,0,1,1,1.0,0.2065493143772374
813,SchecterRocker,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-08-06,489,1,0,1,1,1.0,0.2065493143772374
814,"Mitchell F ""Mitchell F""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-02-10,666,0,0,0,0,0.0,0.0
815,"Underberg ""Underberg""",Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-07-12,514,0,0,0,0,0.0,0.0
816,ricardo lopez,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",4.0,2013-03-20,628,0,0,0,0,0.0,0.0
817,Eric Redman,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",1.0,2012-12-14,724,1,2,3,-1,0.3333333333333333,0.0614919447203962
818,lhobbs4,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-08-14,481,0,3,3,-3,0.0,4.868360917120224e-17
819,Adeel Azhari,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-07-07,519,0,0,0,0,0.0,0.0
820,Ben,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-09-17,447,0,0,0,0,0.0,0.0
821,Elchis,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-07-28,498,0,0,0,0,0.0,0.0
822,A.J. Matheson,Braintree,"It works well for multiple payment options, but the interface could be smoother.",4.0,2012-11-26,742,0,0,0,0,0.0,0.0
823,Stacy,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-08-14,481,0,0,0,0,0.0,0.0
824,Al Girardot,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-02-03,673,0,0,0,0,0.0,0.0
825,"E. L. Willis ""ELWood""",PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",4.0,2013-11-11,392,0,0,0,0,0.0,0.0
826,"Jamaicancouponmom ""Coupon mom""",Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-08-24,471,0,0,0,0,0.0,0.0
827,Matthias Hypolite,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",2.0,2014-09-07,92,0,0,0,0,0.0,0.0
828,Duane G. Jacobs,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-07-14,147,0,0,0,0,0.0,0.0
829,QSM,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-02-27,649,1,0,1,1,1.0,0.2065493143772374
830,Dr. XYZ,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",4.0,2013-12-14,359,0,0,0,0,0.0,0.0
831,Steveotech,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",1.0,2012-05-12,940,1,1,2,0,0.5,0.0945312057342307
832,Armand Muntzel,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-04-17,600,0,0,0,0,0.0,0.0
833,"J. Ruiz ""Snazzie""",Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",4.0,2012-02-12,1030,0,0,0,0,0.0,0.0
834,Ruth D. Berrios,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-03-20,263,0,0,0,0,0.0,0.0
835,S. Q.,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2012-12-19,719,1,0,1,1,1.0,0.2065493143772374
836,BH,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-10-01,68,0,0,0,0,0.0,0.0
837,John Coleman,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-08-18,477,0,0,0,0,0.0,0.0
838,bk,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-03-03,645,1,0,1,1,1.0,0.2065493143772374
839,"Aqua-nordic Design Service, Incorporated ""Gun...",Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-01-30,677,1,0,1,1,1.0,0.2065493143772374
840,Don N.,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-01-26,316,0,0,0,0,0.0,0.0
841,David,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2012-11-24,744,1,0,1,1,1.0,0.2065493143772374
842,"David O. Brown ""David O. Brown""",Xoom,"Transfers are generally quick, but the mobile app could be improved.",2.0,2013-10-23,411,0,2,2,-2,0.0,0.0
843,Dzilizi,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",4.0,2013-05-05,582,0,0,0,0,0.0,0.0
844,D. W.,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",1.0,2013-02-07,669,1,2,3,-1,0.3333333333333333,0.0614919447203962
845,"Tom Henriksen ""Doggy Diner""",Braintree,"The service is secure and reliable, but the fees are higher than competitors.",1.0,2012-09-22,807,82,27,109,55,0.7522935779816514,0.6635947906567368
846,paulicious21,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-04-30,587,0,1,1,-1,0.0,0.0
847,sjcabdriver,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2013-11-02,401,0,0,0,0,0.0,0.0
848,A. Liu,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",2.0,2014-02-05,306,0,0,0,0,0.0,0.0
849,Michael A. Davis,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-12-30,343,1,0,1,1,1.0,0.2065493143772374
850,EGXX,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-02-21,655,0,0,0,0,0.0,0.0
851,K. Barbalace,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-11-25,378,0,0,0,0,0.0,0.0
852,"Jonathan R. Adams ""adrenalinanimal""",PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-07-22,504,0,0,0,0,0.0,0.0
853,"Joy K. Thom ""Jo""",PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2012-07-12,879,0,0,0,0,0.0,0.0
854,area51auto,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-02-27,284,0,0,0,0,0.0,0.0
855,David M. Arrington,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-04-18,599,0,0,0,0,0.0,0.0
856,Tony,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-11-01,37,0,0,0,0,0.0,0.0
857,Michael A. Silver,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2013-06-27,529,0,0,0,0,0.0,0.0
858,Greywolf74,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-01-04,703,0,0,0,0,0.0,0.0
859,emerrb,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-04-01,616,0,0,0,0,0.0,0.0
860,"Carlitos ""The One""",Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-02-10,666,0,0,0,0,0.0,0.0
861,PayPal Customer,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-03-14,634,0,0,0,0,0.0,0.0
862,"Tom ""tm1579""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-08-18,477,0,0,0,0,0.0,0.0
863,Saul Amador,Braintree,"A solid service, though I had a few issues with setting it up initially.",4.0,2013-06-06,550,2,0,2,2,1.0,0.3423802275066531
864,Jim,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2012-10-19,780,0,0,0,0,0.0,0.0
865,GoldenElkLad,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-06-06,550,0,0,0,0,0.0,0.0
866,Dante Russell,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2014-04-01,251,0,1,1,-1,0.0,0.0
867,PayPal Customer,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-12-22,351,0,0,0,0,0.0,0.0
868,Pigpen,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2012-12-27,711,0,0,0,0,0.0,0.0
869,"Randy H. McKendry ""Randucci""",PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-02-28,648,0,0,0,0,0.0,0.0
870,"DB ""DB""",Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-12-11,362,0,0,0,0,0.0,0.0
871,stephen7777,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-05-08,579,0,0,0,0,0.0,0.0
872,Guillermo Lene,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-03-06,277,0,0,0,0,0.0,0.0
873,Jose A Ramirezgomez,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-07-23,503,0,0,0,0,0.0,0.0
874,Ted Johnston,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-08-26,469,0,0,0,0,0.0,0.0
875,R. Griffin,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-01-07,335,0,0,0,0,0.0,0.0
876,McDade TX,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",1.0,2013-04-17,600,0,0,0,0,0.0,0.0
877,Byron Foster,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-05-20,202,0,0,0,0,0.0,0.0
878,R. Briggs,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-03-20,628,0,0,0,0,0.0,0.0
879,Sello,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-08-10,485,0,0,0,0,0.0,0.0
880,Review-a-thon,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-12-08,365,0,0,0,0,0.0,0.0
881,Jaxjww,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-02-18,658,0,0,0,0,0.0,0.0
882,m.y,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-06-16,540,0,0,0,0,0.0,0.0
883,Love Archos,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
884,Jerry Heald,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-07-14,512,0,0,0,0,0.0,0.0
885,Rich,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-06-01,190,0,0,0,0,0.0,0.0
886,KAren proctor,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2014-06-03,188,0,0,0,0,0.0,0.0
887,Steve,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-01-13,329,0,0,0,0,0.0,0.0
888,"Grace Foster ""Avid Reader""",Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-03-03,280,0,0,0,0,0.0,0.0
889,"AJZ ""~AZ""",PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-03-14,634,0,0,0,0,0.0,0.0
890,chirper9,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-02-20,291,0,0,0,0,0.0,0.0
891,mp,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-06-12,544,0,0,0,0,0.0,0.0
892,Rogelio Ramos,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-01-15,327,0,1,1,-1,0.0,0.0
893,winter128,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2012-12-17,721,0,0,0,0,0.0,0.0
894,PayPal Customer,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",4.0,2013-05-10,577,0,0,0,0,0.0,0.0
895,V. Grewal,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-06-11,545,0,0,0,0,0.0,0.0
896,Erick Caro,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2014-03-02,281,0,0,0,0,0.0,0.0
897,Israel Lopez Maldonado,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2013-12-27,346,0,0,0,0,0.0,0.0
898,cdpham,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-08-18,477,0,0,0,0,0.0,0.0
899,SCK,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-02-21,290,0,0,0,0,0.0,0.0
900,kellyb,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-11-07,31,0,0,0,0,0.0,0.0
901,Jakub Buczma,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2014-05-28,194,0,0,0,0,0.0,0.0
902,"jiMMyoNewAy ""Gadget Pro""",Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-05-07,580,0,0,0,0,0.0,0.0
903,Eric J. goff,Braintree,"A solid service, though I had a few issues with setting it up initially.",3.0,2013-07-15,511,0,0,0,0,0.0,0.0
904,"Daniel Cooper ""dancoopermedia""",PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-06-27,529,0,0,0,0,0.0,0.0
905,oafsandwich,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-03-14,269,0,0,0,0,0.0,0.0
906,Pablo Ortega,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-11-07,31,1,0,1,1,1.0,0.2065493143772374
907,E. Tam,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2014-11-07,31,0,0,0,0,0.0,0.0
908,Edward,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2013-03-09,639,0,0,0,0,0.0,0.0
909,RC,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-09-01,463,0,0,0,0,0.0,0.0
910,Kenneth Leon,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",4.0,2013-03-29,619,0,0,0,0,0.0,0.0
911,shardul,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-11-27,376,0,0,0,0,0.0,0.0
912,Comms,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-08-19,476,0,0,0,0,0.0,0.0
913,-----,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",1.0,2012-11-14,754,0,1,1,-1,0.0,0.0
914,Ross,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-03-17,266,0,0,0,0,0.0,0.0
915,S. Finch,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2014-05-02,220,0,0,0,0,0.0,0.0
916,R. Ludwig,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-06-30,526,0,0,0,0,0.0,0.0
917,FlanMaster,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-07-05,156,0,0,0,0,0.0,0.0
918,Edward Farfan,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",4.0,2014-07-14,147,0,0,0,0,0.0,0.0
919,"alwayseric ""alwayseric""",PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-01-30,677,0,0,0,0,0.0,0.0
920,john russell webster,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2012-12-23,715,0,0,0,0,0.0,0.0
921,ed lamb,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2014-02-21,290,0,0,0,0,0.0,0.0
922,D. Ron,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-06-20,171,0,0,0,0,0.0,0.0
923,frwainscott,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-06-09,547,0,0,0,0,0.0,0.0
924,LimaLima,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-02-03,308,0,0,0,0,0.0,0.0
925,Anita,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-10-17,417,0,0,0,0,0.0,0.0
926,ajb,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-03-25,623,4,0,4,4,1.0,0.5101091635454027
927,John,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2012-06-12,909,0,0,0,0,0.0,0.0
928,Roman b.,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2013-05-08,579,0,0,0,0,0.0,0.0
929,Dr. Ed,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-05-28,559,0,0,0,0,0.0,0.0
930,joenaples,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",4.0,2013-11-12,391,0,0,0,0,0.0,0.0
931,Jay Macky,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-09-02,462,0,0,0,0,0.0,0.0
932,"Kate White ""L White""",PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-02-21,290,0,0,0,0,0.0,0.0
933,Agean2010,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-07-01,160,0,0,0,0,0.0,0.0
934,C A,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-08-05,125,0,0,0,0,0.0,0.0
935,joemaamah,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",4.0,2013-12-16,357,0,0,0,0,0.0,0.0
936,jlloyd50,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2012-11-10,758,0,0,0,0,0.0,0.0
937,IamSerda,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-11-08,395,0,0,0,0,0.0,0.0
938,Yuval,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-08-01,129,0,0,0,0,0.0,0.0
939,Roger G. Chapman,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2013-12-24,349,0,0,0,0,0.0,0.0
940,Steve Stove,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",4.0,2014-06-27,164,0,0,0,0,0.0,0.0
941,cloudyr00m,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-04-06,611,0,0,0,0,0.0,0.0
942,"rtrski ""Who, me?""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",4.0,2013-05-27,560,0,0,0,0,0.0,0.0
943,Michael Chang,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2014-06-22,169,0,0,0,0,0.0,0.0
944,ALJ,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-04-18,599,0,0,0,0,0.0,0.0
945,Wes Embry,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-08-06,124,0,0,0,0,0.0,0.0
946,Jon Doeh II,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-02-19,657,0,0,0,0,0.0,0.0
947,doubleeagle,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",4.0,2013-03-19,629,0,0,0,0,0.0,0.0
948,Practical Shopper,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-08-28,467,0,0,0,0,0.0,0.0
949,Tony,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-06-02,554,0,0,0,0,0.0,0.0
950,Gregory S Gannon,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-02-09,667,0,0,0,0,0.0,0.0
951,Shoshana R Gebelmann,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-03-04,644,0,0,0,0,0.0,0.0
952,K. Brown,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-04-09,608,0,0,0,0,0.0,0.0
953,Mark Phillips,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-04-25,592,0,0,0,0,0.0,0.0
954,ikari.avi,PayPal Credit,"The service is okay, but there are better options with lower fees.",4.0,2013-10-27,407,0,0,0,0,0.0,0.0
955,Larry,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",3.0,2013-12-15,358,0,0,0,0,0.0,0.0
956,What is a pen name,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",4.0,2013-12-15,358,0,0,0,0,0.0,0.0
957,VIVAVAIO,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2012-12-27,711,0,0,0,0,0.0,0.0
958,Mike Calabrese,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",1.0,2013-11-29,374,1,6,7,-5,0.1428571428571428,0.0256796243447435
959,"DWinston ""DWinston33""",Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-04-10,607,0,0,0,0,0.0,0.0
960,Abdul Purnell Askew SR,Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-04-15,602,0,0,0,0,0.0,0.0
961,Gandalphar,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2014-03-23,260,0,0,0,0,0.0,0.0
962,"Chris F ""root""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-02-24,287,0,0,0,0,0.0,0.0
963,"bwResponder ""txzz3""",PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",1.0,2013-07-20,506,0,0,0,0,0.0,0.0
964,P. Carlson,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-01-05,702,0,0,0,0,0.0,0.0
965,"Tom C. Chen ""tom in califonia""",PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-11-08,395,0,0,0,0,0.0,0.0
